id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21021289,Large room in newly renovated apartment,151383952,Sylvester,,Nrrebro,55.68595,12.5539,Private room,498,2,4,2017-12-29,0.14,1,0
21022042,"Royal Neighborhood, elevator and balconies",103716769,Eva,,Indre By,55.68565,12.59029,Entire home/apt,1202,3,57,2020-02-08,2.01,1,169
21022644,Spacious room near Central Station,150136914,Oliver,,Vesterbro-Kongens Enghave,55.66987,12.54179,Private room,403,1,1,2017-10-30,0.04,1,0
21023400,3 ROOM APARTMENT - IN THE CENTER OF CPH,151404177,Børge,,Vesterbro-Kongens Enghave,55.67027,12.55964,Entire home/apt,949,6,1,2017-11-04,0.04,1,0
21023447,Cozy home with new kitchen and close to the Metro,37895702,Kathrine,,Amager st,55.66146,12.60493,Entire home/apt,560,3,19,2019-08-03,0.65,1,0
21023511,Cosy and spacious apartment in vibrant area,9244359,Maja,,Nrrebro,55.69557,12.53903,Entire home/apt,450,2,25,2019-07-28,0.85,1,0
21023522,Beautiful and cozy apartment - centrally located.,12978011,Casper,,Amager st,55.66178,12.61172,Entire home/apt,498,5,0,,,1,0
21023562,Modern and newly renovated apartment in Amagerbro,15958196,Camilla,,Amager Vest,55.665,12.59651,Entire home/apt,951,4,1,2018-01-03,0.04,1,358
21024112,Enjoy your stay in the center of a wonderful city,38179004,Mads,,Indre By,55.68203,12.58227,Entire home/apt,849,2,15,2019-08-25,0.52,1,4
21024511,Light apartment near subway,151411798,Lisa,,Frederiksberg,55.68408,12.55264,Entire home/apt,751,5,0,,,1,0
21025818,"""Le Chatau"" - we call it",54318777,Elsebeth Nathalie,,sterbro,55.70553,12.57977,Entire home/apt,1201,4,0,,,2,0
21026145,Cosy and modern apartment in the heart of Nørrebro,36824990,Simone,,Nrrebro,55.70063,12.5482,Entire home/apt,496,3,54,2020-02-01,1.85,1,25
21026538,Cosy apartment close to citycentre and the beach.,29236789,Michela,,Amager st,55.66564,12.61681,Entire home/apt,798,5,0,,,1,0
21033582,Lys og hyggelig lejlighed,16283333,Trine,,Nrrebro,55.69629,12.53822,Entire home/apt,498,1,0,,,1,0
21034245,"Nice and light 1 bed flat, 5 mins walk from Metro",76073557,Astrid,,Amager st,55.66587,12.61508,Entire home/apt,348,5,11,2019-11-24,0.37,2,0
21035377,Charming Cph apartmen,84117108,Isabell,,Nrrebro,55.68894,12.54223,Entire home/apt,600,1000,6,2018-10-21,0.21,1,0
21037597,3 room bright apartment in Østerbro,121905148,Anna,,sterbro,55.70308,12.58651,Entire home/apt,949,3,5,2019-10-25,0.17,1,0
21038503,Stort og stille værelse på Nørrebro,66598790,Jacob,,Nrrebro,55.7016,12.5428,Private room,300,2,1,2017-10-29,0.04,3,0
21040070,Cosy little apartment,3245813,Camilla Hindborg,,Frederiksberg,55.69088,12.5345,Entire home/apt,648,4,1,2017-10-12,0.03,1,0
21040509,Hyggelig og central børnevenlig lejlighed.,85709402,Albert,,Nrrebro,55.69181,12.56818,Entire home/apt,703,4,3,2018-01-15,0.11,1,0
21040848,Hygge room in the Vesterbro,43988677,Patrick,,Vesterbro-Kongens Enghave,55.66771,12.55539,Private room,300,2,8,2017-11-09,0.27,1,0
21041101,Cozy two-person apartment with balcony,151555738,Sara Dam,,Vesterbro-Kongens Enghave,55.67057,12.54739,Entire home/apt,696,1,48,2019-12-31,1.65,1,0
21041116,Comfy small apartment,67574222,Karoline,,Bispebjerg,55.70914,12.53178,Entire home/apt,346,2,24,2019-09-28,0.82,1,0
21043199,Cosy room in lovely Nørrebro,151574826,Olga & Carlo,,Nrrebro,55.68728,12.55995,Private room,300,2,3,2017-11-05,0.10,3,0
21044101,Cosy room in Frederiksberg,151584335,Freja,,Frederiksberg,55.68706,12.53185,Private room,300,2,16,2018-12-07,0.56,1,0
21047872,“Hyggeligt” flat close to metro and beach,18564376,Hilda,,Amager st,55.65341,12.6166,Entire home/apt,553,5,4,2019-05-19,0.14,1,0
21048460,Apartment in central copenhagen,67702888,Alberte,,Indre By,55.67659,12.58376,Entire home/apt,1100,2,7,2019-11-30,0.30,1,89
21049426,Super central and nordic style,36746700,Miguel,,Indre By,55.67841,12.57485,Entire home/apt,1195,2,60,2019-09-25,2.06,2,14
21055373,Family friendly townhouse in center of city,1298323,Gustav,,Indre By,55.68439,12.61341,Entire home/apt,998,4,13,2020-01-03,0.47,1,29
21063485,Two floors loft apartment in Vesterbro,1602285,Louise,,Vesterbro-Kongens Enghave,55.66863,12.54446,Entire home/apt,969,2,0,,,1,0
21063904,Casa del freedom,57371879,Julie,,Amager st,55.65211,12.61863,Entire home/apt,849,7,9,2019-08-21,0.50,1,177
21063967,Simple Creative Home,124729873,Jean-Paul,,Brnshj-Husum,55.7066,12.487,Entire home/apt,150,1,0,,,1,0
21064217,"Townhouse in charming Vesterbro, Copenhagen",14850018,Louise,,Vesterbro-Kongens Enghave,55.66803,12.53725,Entire home/apt,1249,5,0,,,1,0
21065088,Fantastic apartment in the center of Copenhagen,4211405,Maja,,Vesterbro-Kongens Enghave,55.66594,12.54921,Entire home/apt,937,2,7,2019-08-25,0.36,1,58
21065545,Lille hyggelig lejlighed i Østerbro,151788192,Mathias,,Bispebjerg,55.72141,12.55548,Entire home/apt,403,3,1,2017-10-02,0.03,1,0
21066632,Cosy appartment in trendy Vesterbro / Copenhagen,140616188,Trine,,Vesterbro-Kongens Enghave,55.67117,12.5442,Entire home/apt,703,2,9,2019-12-29,0.31,1,1
21068587,Cozy room and private bathroom 15min to the center,49551528,Saber,,Valby,55.65376,12.50452,Private room,300,1,13,2019-06-09,0.44,1,0
21071803,Cozy apartment in family friendly neighborhood,90398388,Cecilie Camilla Holberg,,sterbro,55.71346,12.5693,Entire home/apt,498,3,9,2019-05-26,0.32,1,0
21072534,Cute central apartment w. big balcony/free parking,155019,Stine,,Frederiksberg,55.67243,12.54449,Entire home/apt,652,4,14,2020-01-02,0.50,1,11
21072885,**** Central apartment in the heart of Copenhagen,10501964,Sofie,,Nrrebro,55.68618,12.54575,Entire home/apt,949,2,7,2019-03-17,0.26,1,0
21073313,Lovely 2-bedroom in the middle of Copenhagen,151873371,Bjarki,,Amager st,55.66268,12.60491,Entire home/apt,648,1,27,2019-07-31,0.93,1,0
21073816,Cosy room close to the center and university,140757568,Jesper,,Amager Vest,55.65939,12.59554,Private room,353,2,26,2020-02-15,0.93,1,161
21074332,Cheap and cozy 2Room apartment,48388984,Daniel,,Bispebjerg,55.70413,12.52654,Entire home/apt,600,1,37,2018-07-31,1.26,1,0
21074416,Nice & cosy couples-apartment close to metro,133966255,Ditte,,Vanlse,55.69288,12.5025,Entire home/apt,300,2,2,2017-10-10,0.07,1,0
21074953,Cozy apartment close to both city and nature,151890274,Signe,,Frederiksberg,55.67892,12.50718,Entire home/apt,648,1,0,,,1,0
21075039,Hyggelig apartment in Nørrebro,151891934,Katrine,,Nrrebro,55.6917,12.55445,Entire home/apt,498,2,4,2018-06-20,0.14,1,0
21077250,"Cozy, modern studio apartment close to city centre",92574035,Linn,,sterbro,55.71217,12.57321,Entire home/apt,594,4,23,2019-07-25,0.82,1,0
21077910,Cozy apartment with the perfect location,54162820,Sarah,,Frederiksberg,55.68364,12.53334,Entire home/apt,703,2,1,2017-10-26,0.04,1,0
21079009,Historical 400 m2 apartment with lakeview Cph City,151934062,Jeppe,,Indre By,55.68809,12.56616,Entire home/apt,3803,5,37,2019-07-05,1.39,1,271
21079897,My Copenhagen Home: A delightful danish stay.,42101861,Natalie,,Valby,55.65434,12.51586,Entire home/apt,457,2,12,2019-12-06,0.61,1,0
21083644,Cosy Apartment in the heart of Copenhagen,151987326,Josefine,,sterbro,55.70452,12.58071,Entire home/apt,498,4,26,2019-04-22,0.89,1,0
21085027,"Double bedroom in nice, light flat in Amager",76073557,Astrid,,Amager st,55.66724,12.61456,Private room,252,2,7,2018-11-03,0.25,2,0
21086267,Large beautiful apartment in best location,1447300,Thomas,,Indre By,55.67205,12.58991,Entire home/apt,853,5,5,2019-09-16,0.27,1,0
21087468,Cozy and bright apartment,111800648,Amalie,,Bispebjerg,55.70388,12.5273,Entire home/apt,403,2,4,2017-12-04,0.14,1,0
21088587,Big sunny room close to the lakes,9304719,Amanda Cornelia,,Nrrebro,55.68977,12.55624,Private room,652,3,2,2019-07-28,0.17,6,31
21088993,Cosy & bright apartment - perfect for 2!,152035531,Lejlighedsvis,,Amager st,55.66556,12.61796,Entire home/apt,652,3,9,2018-09-22,0.31,1,43
21089304,Cosy and quite apartment in CPH Østerbro,36645287,Thomas,,sterbro,55.71404,12.56259,Entire home/apt,471,2,3,2018-02-01,0.11,1,0
21089327,Cozy bedroom in Copenhagen,9325364,Johanna,,Frederiksberg,55.67253,12.54307,Private room,259,1,0,,,1,0
21090926,Islands Brygge - Apartment,152053657,Frederik,,Amager Vest,55.6552,12.56535,Entire home/apt,648,2,2,2018-01-01,0.07,1,0
21091973,Renovated and quiet room close to the lakes,35704789,Cecilia,,Nrrebro,55.68767,12.5547,Private room,403,2,25,2019-08-21,0.86,2,0
21092393,Clean and stylish apartment in the heart of Cph,4911800,Mette,,Frederiksberg,55.67568,12.54989,Entire home/apt,798,2,0,,,1,0
21093795,Spacious apartment in the city centre,2992217,Dorrit,,Vesterbro-Kongens Enghave,55.6724,12.5477,Entire home/apt,1003,6,2,2018-08-24,0.11,1,0
21101068,Lovely apartment in the HEART OF COPENHAGEN,47972102,Casper,,Indre By,55.68401,12.5661,Entire home/apt,699,2,15,2019-10-07,0.54,1,17
21104234,Lille hyggelig central nyrenoveret lejlighed i kbh,141522584,Jonas,,Amager Vest,55.66211,12.599,Entire home/apt,901,1,3,2018-03-19,0.10,1,0
21104521,"Cozy, light apartment 100 metres from the Metro",31646830,Frederikke,,Frederiksberg,55.68067,12.52382,Entire home/apt,751,14,9,2018-06-26,0.31,1,0
21105313,Lovely and cozy apartment with balcony in Valby,79120613,Louise,,Valby,55.66402,12.48446,Entire home/apt,600,4,7,2020-01-01,0.64,1,0
21105752,Center of Copenhagen,133120941,Julie,,Indre By,55.67737,12.58278,Entire home/apt,1003,3,15,2019-07-13,0.51,1,0
21105757,"""Hyggelig"" and bright apartment in Nørrebro",19964289,Hilde Katrina,,Nrrebro,55.69361,12.54337,Entire home/apt,498,4,3,2018-08-21,0.15,1,0
21106546,Cozy Copenhagen apartment close to everything,69489932,Jenny,,Frederiksberg,55.69268,12.53399,Entire home/apt,2003,2,16,2019-12-08,0.58,2,144
21107027,Nice apartment - Best location in Copenhagen!,32266853,Jesper,,Amager Vest,55.66491,12.57874,Entire home/apt,801,1,2,2018-05-20,0.09,1,23
21107136,Modern and cosy apartment for couples of families.,33222065,Ludmilla,,Amager st,55.6568,12.60979,Entire home/apt,751,4,0,,,1,0
21108228,Spacious modern apartment by the lakes in Nørrebro,54832857,Kieran,,Nrrebro,55.68788,12.55798,Private room,1120,2,2,2018-07-29,0.10,1,0
21109294,Lys og centralt beliggende med stor tagterrasse,13926141,Cecilie,,Frederiksberg,55.68408,12.54575,Entire home/apt,703,2,1,2017-10-08,0.03,1,0
21114465,"Cozy room with private entrance,kitchen and bikes",116389181,Thomas Nordheim,,Amager st,55.65314,12.61704,Entire home/apt,600,2,37,2018-08-27,1.30,1,0
21116415,Friendly accommodation at the waterfront.,2661678,Christoffer Cato,,Vesterbro-Kongens Enghave,55.64616,12.55334,Entire home/apt,798,5,5,2018-07-21,0.18,1,0
21118432,Cosy home close to Metro,16621879,Mette,,Vanlse,55.68585,12.49214,Entire home/apt,600,1,14,2018-09-16,0.61,2,0
21118718,Nice apartment in the vibrant and trendy Vesterbro,77373493,Søren Bech,,Vesterbro-Kongens Enghave,55.66801,12.54797,Entire home/apt,1501,3,17,2019-01-02,0.59,1,90
21119209,An authentic and luxurious 200 sqm experience,152318202,Claus,,Indre By,55.68218,12.58528,Entire home/apt,1664,1,14,2018-09-01,0.67,1,54
21121141,Modern 2 person apartment,151496607,Frederik,,Nrrebro,55.69426,12.5438,Entire home/apt,553,5,1,2017-10-06,0.03,1,0
21123320,Lyst rum i Sydhavn!,99307745,Gabrielle,,Vesterbro-Kongens Enghave,55.6549,12.55336,Private room,403,2,0,,,1,0
21123362,Light apartment 10 min. From city center + airport,8084153,Sofie,,Amager st,55.66409,12.61514,Entire home/apt,403,3,12,2019-08-19,0.42,1,0
21124378,Your home away from home!,69672368,Calum,,Nrrebro,55.69713,12.55115,Private room,348,2,0,,,1,0
21124815,150m2- 2( two) floor apartment,27725555,Maria,,sterbro,55.70079,12.59438,Entire home/apt,2648,2,16,2019-08-18,0.56,2,365
21130807,Large and bright apartment,8019350,Lise Ellevang,,Nrrebro,55.68667,12.54768,Entire home/apt,1046,2,108,2020-02-05,3.70,1,251
21131340,Classic Copenhagen apartment close to the center,56472638,Jeanette,,Amager Vest,55.65721,12.60824,Entire home/apt,641,2,14,2019-07-27,0.48,1,0
21133016,Lovely apartment in Copenhagen,152448766,Bolette,,Bispebjerg,55.69969,12.52554,Entire home/apt,498,3,8,2018-09-18,0.36,1,0
21135178,Cosy room in the heart of Copenhagen,8034494,Kristine,,Indre By,55.69108,12.57216,Private room,328,10,3,2017-11-19,0.10,1,0
21137825,Live like a local in 122 m2 (Hidden by Airbnb) able home,13776830,Stine,,Amager Vest,55.66601,12.57853,Entire home/apt,1202,1,8,2019-09-29,0.37,1,8
21138156,Central and charming appartment by the lakes,68112049,Simone,,sterbro,55.69821,12.58347,Entire home/apt,598,3,7,2020-02-22,0.24,1,327
21138761,Cozy Room In Centre Copenhagen,121736708,Duong,,Vesterbro-Kongens Enghave,55.66759,12.55108,Private room,672,2,69,2019-12-08,2.37,1,59
21139874,"Cosy, spacious (94m2) & modern Nørrebro apartment",104151129,Lauritz,,Nrrebro,55.69125,12.55854,Entire home/apt,808,4,20,2019-12-01,0.70,1,77
21141412,Cozy & Illuminated room in 2-bedroom Apartment,12855930,Ansofie,,Amager Vest,55.66463,12.57666,Private room,387,2,23,2019-03-20,0.80,2,4
21144034,100SQM penthouse apartment in central Copenhagen!,92795451,Anne,,Frederiksberg,55.68395,12.54045,Entire home/apt,996,3,2,2019-02-25,0.12,1,0
21151340,Super cozy place on the most trendy street of Cph,20392750,Tanja,,Nrrebro,55.68927,12.56108,Entire home/apt,798,2,24,2018-08-28,0.83,1,0
21152301,"Small, cosy and central apartment in Copenhagen",64793786,Charlotte,,Nrrebro,55.69623,12.53881,Entire home/apt,341,2,4,2018-02-02,0.14,1,0
21156083,Simple 2-room apartment close to the city,11418075,Ritvars,,Valby,55.66065,12.49227,Entire home/apt,321,2,7,2018-02-05,0.24,1,0
21156466,Charming apartment at Hjertepladsen,152672381,Mads,,sterbro,55.70256,12.57937,Entire home/apt,976,2,0,,,1,0
21156583,Whole house perfect for family,128130022,Le,,Amager st,55.65766,12.61653,Entire home/apt,1535,3,1,2017-10-28,0.04,2,0
21158365,Cozy apartment,73148135,Josefine,,Amager Vest,55.65922,12.57015,Entire home/apt,703,2,2,2017-12-31,0.07,1,0
21160582,Family house only 8 minutes from Cph city centre,21333293,Ditte,,Vanlse,55.68973,12.48647,Entire home/apt,894,4,5,2019-07-18,0.25,1,2
21161476,Et værelse i en lejlighed.,133249864,Sabina,,Bispebjerg,55.70763,12.51552,Private room,362,1,0,,,2,0
21161783,Cozy room close to nature and city,152346857,Rasmus Bro Clemmensen,,Brnshj-Husum,55.70533,12.5018,Private room,252,2,6,2018-08-03,0.21,1,0
21162181,Familievenlig villalejlighed i roligt kvarter,8258915,Mia,,Valby,55.66673,12.49616,Entire home/apt,703,3,1,2017-10-16,0.03,1,0
21163339,Room in shared apartment in the heart of Nørrebro,2533007,Betty,,Nrrebro,55.69453,12.54982,Private room,293,2,10,2018-09-21,0.36,2,0
21165363,Whole apartment / Hel lejlighed på Amager,144053988,Isabella France,,Amager st,55.64482,12.6189,Entire home/apt,246,2,14,2018-08-10,0.57,1,0
21166625,Cozy apartement close to metro and beach,28549373,Kristian,,Amager st,55.66391,12.61677,Entire home/apt,600,5,13,2019-07-27,0.49,1,0
21167018,Cozy spacious apartment with balcony,21270478,Dorthe,,Amager Vest,55.65341,12.60831,Entire home/apt,703,2,0,,,1,0
21167082,"Lys, rummelig 4V på Nørrebro",9460189,Stine Schelde,,Nrrebro,55.68948,12.54143,Entire home/apt,949,2,6,2019-10-20,0.21,1,2
21167134,"Apartment close to airport, and city center.",23815542,Louise,,Amager st,55.65992,12.62699,Private room,801,2,2,2018-08-21,0.11,1,83
21167423,Spacious apartment near the canals and centrum,17362570,Signe,,Amager Vest,55.66489,12.57884,Entire home/apt,703,4,9,2019-10-08,0.31,1,0
21167926,"Lækkert værelse i nybyggeri, tæt på metro",147481746,Michelle,,Amager Vest,55.61922,12.57194,Private room,1003,1,2,2018-01-10,0.07,1,0
21169324,Fabulous house Copenhagen,9236682,Camilla,,Frederiksberg,55.6732,12.53419,Entire home/apt,2498,7,0,,,1,0
21169808,"Amagerbrogade, The Manhattan of Copenhagen.",53336603,Andreas,,Amager st,55.65922,12.60861,Entire home/apt,901,1,1,2017-10-15,0.03,1,0
21169850,Lovers getaway in Copenhagen,149138782,Rasmus,,Bispebjerg,55.70745,12.5276,Entire home/apt,280,2,2,2017-10-07,0.07,1,0
21170666,Bright and roomy apartment nearby city central,121298845,Ditte Maria,,Amager st,55.66126,12.6154,Entire home/apt,403,1,1,2017-10-28,0.04,1,0
21171542,Big new apartment close to city center,152422026,Christina,,Vesterbro-Kongens Enghave,55.65124,12.55114,Entire home/apt,1801,1,7,2019-01-01,0.25,1,0
21171731,God lokalitet tæt på centrum,93296641,Ole Gerner,,sterbro,55.69903,12.58527,Entire home/apt,853,2,2,2019-07-14,0.14,1,0
21172490,Beautiful andpeaceful bedroom.,6748286,Stine,,Bispebjerg,55.69969,12.53542,Private room,218,3,1,2017-10-05,0.03,1,0
21172511,Spacious luxury appartment i quiet neighbourhood,22994141,Lasse,,Frederiksberg,55.68909,12.52997,Entire home/apt,1999,3,0,,,1,0
21173244,Hus med have i København i roligt villakvarter.,2276320,Malene,,Vanlse,55.69605,12.52094,Entire home/apt,519,2,0,,,1,0
21173416,Charming apartment in a great neighbourhood,7017070,Laura,,Nrrebro,55.69036,12.53773,Entire home/apt,457,3,10,2019-02-16,0.35,1,0
21179853,Modern room by the water,31721065,Mr.,,Vesterbro-Kongens Enghave,55.6489,12.55174,Private room,300,2,0,,,1,0
21181953,"Modern, high-end 200 sqm apartment",152947693,Tina,,Nrrebro,55.68429,12.55593,Entire home/apt,1303,2,11,2018-01-08,0.39,1,0
21182869,Light & cosy aprt in the heart of Islands Brygge,37424677,Christina,,Amager Vest,55.66677,12.57799,Entire home/apt,607,2,10,2019-07-30,0.35,1,0
21183454,"Cozy Danish Design, popular street “Nansensgade”",45967035,Frank,,Indre By,55.6848,12.56581,Entire home/apt,1602,2,41,2019-10-06,1.44,1,152
21184235,Cool and cosy room in Copenhagen,119095169,Mathias,,Frederiksberg,55.6934,12.53437,Private room,300,2,0,,,1,0
21185575,Sweet apartment in lovely Nordvest,22451176,Søren,,Bispebjerg,55.70085,12.5365,Entire home/apt,491,3,5,2019-02-18,0.21,1,0
21186595,"Lys lejlighed ved Nordre Frihavnsgade, Østerbro.",31772328,Claus,,sterbro,55.70101,12.58126,Entire home/apt,669,3,22,2019-09-16,0.77,1,0
21187074,"Well-connected, spacious apartment with a view",81486360,Mathias,,sterbro,55.70998,12.5563,Entire home/apt,2003,3,4,2017-12-21,0.14,1,178
21187288,Light 5 rooms appartment - inner Nørrebro,16408726,Anna-Sofie,,Nrrebro,55.68898,12.5611,Entire home/apt,798,2,12,2019-08-30,0.43,1,0
21187566,3 separate bedrooms! 5 minute WALK from Tivoli.,902065,Christina,,Indre By,55.67993,12.563,Entire home/apt,1901,2,7,2019-07-31,0.27,1,119
21188160,Charming flat close to city center,2193863,Paulo,,Vesterbro-Kongens Enghave,55.66824,12.55464,Entire home/apt,553,3,21,2018-09-23,0.73,1,0
21188950,Centrum i København,153019975,Jesper,,Amager Vest,55.66393,12.58235,Entire home/apt,628,2,9,2018-04-09,0.33,1,0
21193341,"Hip, modern and cosy",153065179,Kristine,,Nrrebro,55.68808,12.54315,Entire home/apt,747,2,52,2019-11-22,1.88,1,122
21193495,Cosy apartment in the vibrant central Nørrebro,22728327,Nikoline,,Nrrebro,55.68597,12.55561,Entire home/apt,652,6,8,2020-02-09,0.28,2,9
21194185,Poshtel PopUpⓇ,153070318,Poshtel,,sterbro,55.70935,12.60331,Entire home/apt,7170,1,1,2018-07-22,0.05,1,179
21197778,"High-end, modern and spacious apartment",153103283,Michael Brandt,,sterbro,55.70901,12.57129,Entire home/apt,648,1,11,2017-12-28,0.38,1,0
21198507,"Lækker lejlighed for to, København N.",151054472,Martin,,Nrrebro,55.69875,12.546,Entire home/apt,512,4,24,2019-11-04,0.86,1,0
21199127,Spacious 2 bedroom apartment,9394222,Merethe,,Frederiksberg,55.69466,12.5324,Entire home/apt,949,1,0,,,1,0
21199690,Wonderful authentic jewel - central Copenhagen!,153121773,Helga,,Amager Vest,55.66342,12.58268,Entire home/apt,491,3,4,2018-05-13,0.15,1,0
21200230,Quaint and cozy home,72713841,Cecilie,,sterbro,55.70487,12.58766,Entire home/apt,252,1,0,,,1,0
21202604,Værelse i København,103418638,Mohammad,,Amager Vest,55.63783,12.59212,Private room,2852,1,0,,,1,89
21202853,Fell home in a cosy CPH Flat in Central Østerbro,21019127,Simon,,sterbro,55.69882,12.58845,Entire home/apt,519,2,18,2019-01-02,0.62,1,0
21203925,Room in New and Clean Copenhagen Apartment,19875450,Tori,,Vesterbro-Kongens Enghave,55.65549,12.5511,Private room,312,3,2,2019-04-20,0.10,1,50
21206757,Heart of Copenhagen - apartment with swimmingpool,146610103,Mikkel,,Nrrebro,55.69942,12.54628,Entire home/apt,498,2,19,2019-06-02,1.01,1,0
21208408,House for family and groups,153211726,Jette,,Amager st,55.64686,12.62029,Entire home/apt,1201,3,1,2018-09-17,0.06,1,0
21208680,Central & Cosy Apartment by the Lakes,1016299,Thea,,Nrrebro,55.69261,12.56769,Private room,450,2,18,2018-08-27,0.62,2,0
21209564,Cosy apartment with great view next to the Metro,153218029,Morten,,Nrrebro,55.70599,12.54511,Entire home/apt,502,3,45,2020-02-20,4.77,1,40
21210275,Cosy and calm apartment in Copenhagen,43841961,Elena,,Bispebjerg,55.70461,12.52785,Entire home/apt,403,1,5,2018-09-23,0.19,1,0
21211573,80 m2 luxurious new appartment near Cph centre,153240938,Jakob,,Vesterbro-Kongens Enghave,55.65921,12.56214,Entire home/apt,1181,3,25,2019-07-03,0.91,1,139
21211595,House in Copenhagen,6982395,Eva,,Frederiksberg,55.66873,12.51444,Entire home/apt,2996,2,0,,,1,0
21211653,Light room for two by the lakes in Copenhagen,16059096,Steffen,,Nrrebro,55.69065,12.56407,Private room,498,1,10,2018-04-30,0.35,2,0
21212086,Ny penthouse,21434549,Johnny,,Indre By,55.67731,12.57591,Entire home/apt,2003,1,21,2019-08-20,0.72,6,307
21213847,3 roomed apartment with acces to rooftop terrace,148234368,Morten,,Nrrebro,55.7019,12.53976,Entire home/apt,798,2,27,2018-11-05,0.92,1,0
21216051,Newly renovated apartment in heart of Copenhagen,104316195,Olivia,,sterbro,55.70578,12.58662,Entire home/apt,498,4,33,2019-12-19,1.14,1,0
21221666,Vesterbro apartment with nice surroundings!,42345844,Sebastian,,Vesterbro-Kongens Enghave,55.67011,12.54361,Entire home/apt,901,4,7,2018-08-17,0.24,1,0
21224249,Charming apartment in the heart of Copenhagen,40407561,Pernille,,Indre By,55.67772,12.57619,Entire home/apt,703,2,3,2017-10-18,0.10,2,0
21224864,Apartment centrally located in Copenhagen,153369458,Julie,,sterbro,55.70843,12.58733,Entire home/apt,498,3,3,2017-12-25,0.11,1,1
21225478,Large apartment in central Copenhagen,58843517,Rasmus,,Frederiksberg,55.67962,12.55328,Entire home/apt,1849,2,5,2018-08-31,0.17,1,0
21225704,Skøn lejlighed- 7 min i tog til Hovedbanegården,153376446,Anja,,Valby,55.66544,12.51728,Entire home/apt,699,4,4,2019-08-12,0.15,1,12
21226222,"Charming, cosy city-center apt w. balcony",153380806,Anton,,Frederiksberg,55.67349,12.54474,Entire home/apt,600,1,4,2018-01-14,0.14,1,0
21227410,Cozy 2 BR apartment w. balcony - free parking,153391954,Louise,,Nrrebro,55.69329,12.5458,Entire home/apt,703,1,3,2017-12-29,0.11,1,0
21228775,BIG SUNNY ROOM IN THE HEART OF NØRREBRO,9304719,Amanda Cornelia,,Nrrebro,55.69028,12.55688,Private room,652,2,4,2019-07-23,0.50,6,10
21228862,Charming apartment close to metro and city center,34768995,Kasper,,Amager st,55.66054,12.6131,Entire home/apt,498,4,11,2020-02-26,1.15,1,0
21228989,SUNNY ROOM CLOSE TO THE LAKES,9304719,Amanda Cornelia,,Nrrebro,55.68808,12.55618,Private room,648,2,7,2019-07-28,0.84,6,0
21229143,BIG SUNNY ROOM CLOSE TO THE LAKES,9304719,Amanda Cornelia,,Nrrebro,55.68935,12.55708,Private room,489,2,9,2020-02-10,1.21,6,8
21229250,SUNNY HIP ROOM CLOSE TO THE LAKES,9304719,Amanda Cornelia,,Nrrebro,55.68796,12.55826,Private room,652,2,1,2019-07-04,0.12,6,6
21229328,BIG SUNNY LUXURY FLAT BY THE LAKES,9304719,Amanda Cornelia,,Nrrebro,55.68919,12.55623,Entire home/apt,2498,3,0,,,6,0
21229725,"Room  with double bed, close to Amager beach",39492238,Anders,,Amager st,55.65838,12.6311,Private room,396,1,7,2019-11-12,0.39,1,0
21229855,Top mordern apartment in the famous “8-tallet”,2408231,Sabrina,,Amager Vest,55.61799,12.57133,Entire home/apt,416,3,4,2018-09-20,0.20,1,0
21230178,Cosy flat in Hellerup for family or business trips,153420616,Ingrid,,sterbro,55.72611,12.57657,Entire home/apt,923,7,4,2019-07-22,0.19,1,50
21232443,Renovated flat with nice bathroom & central!,16898378,Vanesa,,sterbro,55.71748,12.57693,Entire home/apt,873,2,2,2019-10-05,0.38,1,0
21234108,Apartment in Vesterbro,29785605,Anne,,Vesterbro-Kongens Enghave,55.66598,12.55501,Entire home/apt,648,1,0,,,2,0
21234670,Nordic spacious cosiness close to the beach/center,8078428,Mie,,Amager st,55.6594,12.61495,Entire home/apt,1297,2,1,2019-12-26,0.45,1,61
21235125,Cozy apartment near the city center,153473468,Amalie,,sterbro,55.70675,12.58041,Entire home/apt,462,1,1,2020-02-17,1,1,56
21236068,"Brand new, spacious rowhouse in cozy, quiet area",4398114,Peter,,Amager Vest,55.62262,12.5749,Entire home/apt,1801,7,17,2019-12-01,0.60,1,6
21236608,"""The perfect getaway""  in  central Copenhagen",147007495,Mette,,Frederiksberg,55.68692,12.53892,Entire home/apt,703,2,17,2019-08-11,0.58,1,0
21237334,Bright apartment with balcony at the lake,117153119,Nanna,,Nrrebro,55.69141,12.5683,Entire home/apt,703,4,12,2019-07-08,0.42,1,0
21238447,Homely private room with easy access to everything,60522105,Anna,,Vesterbro-Kongens Enghave,55.65549,12.53641,Private room,278,3,10,2019-11-18,0.35,1,0
21240870,nice one room apartment with double sleeping couch,20368638,Henrik,,Valby,55.66139,12.50746,Entire home/apt,143,1,1,2017-10-15,0.03,1,0
21241586,"4 værelses, med solrig altan hele eftermiddagen.",128838803,Daniel,,sterbro,55.70949,12.57853,Entire home/apt,798,2,23,2019-08-25,1.24,1,0
21242478,2-rooms apartment on central Østerbro,130020259,Charlott,,sterbro,55.69881,12.5763,Entire home/apt,600,3,8,2019-07-28,0.30,1,0
